location,dbn,buildingName,buildingCode,address,waterTesting,elevatedResults,healthDptProtocolImplemented,dateLastTested,elevatedSamples,totalSamples,note
Learning through Play Pre-K Center,X533,PRE-K CENTER @535 UNION AVENUE - BRONX,X356,535 UNION AVENUE BRONX 10455,Yes,No,No,,,,
Pre-K Center District 07,XP07,PRE-K CENTER @535 UNION AVENUE - BRONX,X356,535 UNION AVENUE BRONX 10455,Yes,No,No,,,,
P.S. 360,X360,P.S. 360 - BRONX,X360,2880 KINGSBRIDGE TERRACE BRONX 10463,Yes,No,No,,,,
P.S. 094 Kings College School,X094,PS 94 ANNEX - BRONX,X361,268 EAST  211 STREET BRONX 10467,No,N/A,No,,,,Building constructed after 1986
J. M. Rapport School Career Development,X754,I.S./H.S. 362 - BRONX,X362,921 EAST 228TH STREET BRONX 10466,No,N/A,Yes,,,,Building constructed after 1986
New World High School,X513,I.S./H.S. 362 - BRONX,X362,921 EAST 228TH STREET BRONX 10466,No,N/A,Yes,,,,Building constructed after 1986
The Bronxwood Preparatory Academy,X514,I.S./H.S. 362 - BRONX,X362,921 EAST 228TH STREET BRONX 10466,No,N/A,Yes,,,,Building constructed after 1986
Academy for Scholarship and Entrepreneurship: A College Board School,X270,I.S./H.S. 362 - BRONX,X362,921 EAST 228TH STREET BRONX 10466,No,N/A,Yes,,,,Building constructed after 1986
In-Tech Academy (M.S. / High School 368),X368,M.S./H.S. 368 - BRONX ,X368,2975 TIBBETT AVENUE BRONX 10463,No,N/A,No,,,,Building constructed after 1986
P.S. X721 - Stephen McSweeney School,X721,M.S./H.S. 368 - BRONX ,X368,2975 TIBBETT AVENUE BRONX 10463,No,N/A,No,,,,Building constructed after 1986
Morris Academy for Collaborative Studies,X297,MORRIS HS - X,X400,1110 BOSTON ROAD BRONX 10456,Yes,Yes,Yes,2005,2,25,
LYFE,M984,MORRIS HS - X,X400,1110 BOSTON ROAD BRONX 10456,Yes,Yes,Yes,2005,2,25,
Bronx International High School,X403,MORRIS HS - X,X400,1110 BOSTON ROAD BRONX 10456,Yes,Yes,Yes,2005,2,25,
High School for Violin and Dance,X543,MORRIS HS - X,X400,1110 BOSTON ROAD BRONX 10456,Yes,Yes,Yes,2005,2,25,
School for Excellence,X404,MORRIS HS - X,X400,1110 BOSTON ROAD BRONX 10456,Yes,Yes,Yes,2005,2,25,
Bronx Regional High School,X480,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
H.S. Superintendent-Alternative,X03B,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
LYFE,M984,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
Pathways to Graduation,Q950,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
Adult and Continuing Education,K755,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
ROADS Charter School II,X200,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
Bronx Adult Learning Center,E001,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
Arturo A. Schomburg Satellite Academy Bronx,X446,BRONX REGIONAL HS (OLD 133) - X,X401,1010 REV. J. A. POLITE AVENUE BRONX 10459,Yes,No,No,,,,
Westchester Square Academy,X558,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Herbert H. Lehman Yabc,X408,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Pathways to Graduation,Q950,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Renaissance High School for Musical Theater & Technology,X293,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Pelham Lab High School,X320,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Schuylerville Preparatory High School,X348,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Bronx River High School,X349,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
P.S. X721 - Stephen McSweeney School,X721,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Herbert H. Lehman High School,X405,HERBERT H. LEHMAN HS - X,X405,3000 EAST TREMONT AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,36,
Bronx High School for Medical Science,X413,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
Jonathan Levin High School for Media and Communications,X414,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
Bronx High School of Business,X412,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
New Directions Secondary School,X350,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
Bronx Collegiate Academy,X227,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
Restart Academy,M973,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
LYFE,M984,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
DreamYard Preparatory School,X329,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
Claremont International HS,X564,WILLIAM H. TAFT HS - X,X410,240 EAST 172 STREET BRONX 10457,Yes,No,No,,,,
Collegiate Institute for Math and Science,X288,CHRISTOPHER COLUMBUS HS - X,X415,925 ASTOR AVENUE BRONX 10469,Yes,No,Yes,,,,
Astor Collegiate Academy,X299,CHRISTOPHER COLUMBUS HS - X,X415,925 ASTOR AVENUE BRONX 10469,Yes,No,Yes,,,,
P.S. X010,X010,CHRISTOPHER COLUMBUS HS - X,X415,925 ASTOR AVENUE BRONX 10469,Yes,No,Yes,,,,
Pelham Preparatory Academy,X542,CHRISTOPHER COLUMBUS HS - X,X415,925 ASTOR AVENUE BRONX 10469,Yes,No,Yes,,,,
C Columbus Hs Yabc,X417,CHRISTOPHER COLUMBUS HS - X,X415,925 ASTOR AVENUE BRONX 10469,Yes,No,Yes,,,,
High School of Language and Innovation,X509,CHRISTOPHER COLUMBUS HS - X,X415,925 ASTOR AVENUE BRONX 10469,Yes,No,Yes,,,,
Bronxdale High School,X508,CHRISTOPHER COLUMBUS HS - X,X415,925 ASTOR AVENUE BRONX 10469,Yes,No,Yes,,,,
The Metropolitan Soundview High School,X521,JAMES MONROE EDUCATIONAL CAMPUS - X,X420,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
High School of World Cultures,X550,JAMES MONROE EDUCATIONAL CAMPUS - X,X420,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
Monroe Academy for Visual Arts & Design,X692,JAMES MONROE EDUCATIONAL CAMPUS - X,X420,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
Pan American International High School at Monroe,X388,JAMES MONROE EDUCATIONAL CAMPUS - X,X420,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
Learning To Work Yabc At Monroe Academy,X428,JAMES MONROE EDUCATIONAL CAMPUS - X,X420,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
LYFE,M984,JAMES MONROE EDUCATIONAL CAMPUS - X,X420,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
ALC - Monroe Campus,X995,JAMES MONROE EDUCATIONAL CAMPUS - X,X420,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
Learning To Work Yabc At Monroe Academy,X428,MONROE AF - BRONX,X421,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
Pan American International High School at Monroe,X388,MONROE AF - BRONX,X421,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
Monroe Academy for Visual Arts & Design,X692,MONROE AF - BRONX,X421,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
High School of World Cultures,X550,MONROE AF - BRONX,X421,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
The Metropolitan Soundview High School,X521,MONROE AF - BRONX,X421,1300 BOYNTON AVENUE BRONX 10472,Yes,No,Yes,,,,
P.S. X721 - Stephen McSweeney School,X721,JAMES MONROE HS CAMPUS ANNEX - BRONX,X423,1551 EAST 172ND STREET BRONX 10472,No,N/A,Yes,,,,Building constructed after 1986
Mott Hall V,X242,JAMES MONROE HS CAMPUS ANNEX - BRONX,X423,1551 EAST 172ND STREET BRONX 10472,No,N/A,Yes,,,,Building constructed after 1986
The Cinema School ,X478,JAMES MONROE HS CAMPUS ANNEX - BRONX,X423,1551 EAST 172ND STREET BRONX 10472,No,N/A,Yes,,,,Building constructed after 1986
Bronx Academy of Health Careers,X290,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
High School of Computers and Technology,X275,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
Bronx Lab School,X265,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
Bronx High School for Writing and Communication Arts,X253,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
P.S. 723,X723,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
P.S. X176,X176,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
Evander Childs Evening H.S.,X901,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
Evander Childs Vws,X01M,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
Bronx Aerospace High School,X545,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
High School for Contemporary Arts,X544,EVANDER CHILDS HS - X,X425,800 EAST GUN HILL ROAD BRONX 10467,Yes,"Yes, in 2002",Yes,2005,0,39,
Discovery High School,X549,WALTON HS - X,X430,2780 RESERVOIR AVENUE BRONX 10468,Yes,No,No,,,,
High School for Teaching and the Professions,X433,WALTON HS - X,X430,2780 RESERVOIR AVENUE BRONX 10468,Yes,No,No,,,,
"Celia Cruz Bronx High School of Music, The",X442,WALTON HS - X,X430,2780 RESERVOIR AVENUE BRONX 10468,Yes,No,No,,,,
International School for Liberal Arts,X342,WALTON HS - X,X430,2780 RESERVOIR AVENUE BRONX 10468,Yes,No,No,,,,
Walton Yabc,X503,WALTON HS - X,X430,2780 RESERVOIR AVENUE BRONX 10468,Yes,No,No,,,,
Kingsbridge International High School,X268,WALTON HS - X,X430,2780 RESERVOIR AVENUE BRONX 10468,Yes,No,No,,,,
West Bronx Academy for the Future,X243,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
LYFE,M984,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
Knowledge and Power Preparatory Academy International High School (Kappa),X374,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
T. Roosevelt Evening Hs T/R,X904,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
T. Roosevelt Evening Hs M/W,X903,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
Bronx High School for Law and Community Service,X439,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
Fordham Leadership Academy for Business and Technology,X438,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
Belmont Preparatory High School,X434,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
Fordham High School for the Arts,X437,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
Educational Vision Services,M00D,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,X435,500 EAST FORDHAM ROAD BRONX 10458,Yes,Yes,Yes,2002,1,79,
Dewitt Clinton,X01N,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
DeWitt Clinton High School,X440,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
P.S. 168,X168,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
Pathways to Graduation,Q950,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
LYFE,M984,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
Bronx Collaborative High School,X351,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
World View High School,X353,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
Dewitt Clinton Campus YABC,X668,DEWITT CLINTON HS - X,X440,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,"Yes, in 2003",Yes,2005,0,21,
DeWitt Clinton High School,X440,CLINTON AF - BRONX,X441,100 WEST MOSHOLU PARKWAY SOUTH BRONX 10468,Yes,No,Yes,,,,
Rose Hill Pre-K Center,X535,PRE-K CENTER @MARION AVENUE - BRONX,X444,2512 MARION AVENUE BRONX 10458,Yes,No,No,,,,
Bronx High School of Science,X445,BRONX HS OF SCIENCE - X,X445,75 WEST 205 STREET BRONX 10468,Yes,No,Yes,,,,
Hearing Educational Services,M02R,BRONX HS OF SCIENCE - X,X445,75 WEST 205 STREET BRONX 10468,Yes,No,Yes,,,,
Bronx Guild,X452,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Millennium Art Academy,X312,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Pablo Neruda Academy,X305,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Stevenson Yabc,X507,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
ALC - Stevenson Campus,X996,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Pathways to Graduation,Q950,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Antonia Pantoja Preparatory Academy: A College Board School,X376,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Bronx Community High School,X377,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Bronx Compass High School,X561,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Bronx Bridges High School ,X432,Adlai E. Stevenson Educational Campus,X450,1980 LAFAYETTE AVENUE BRONX 10473,Yes,No,No,,,,
Bronx Health Sciences High School,X249,HARRY S. TRUMAN HS - X,X455,750 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,120,
P.S. X176,X176,HARRY S. TRUMAN HS - X,X455,750 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,120,
Harry S Truman High School,X455,HARRY S. TRUMAN HS - X,X455,750 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,120,
Hearing Educational Services,M02R,HARRY S. TRUMAN HS - X,X455,750 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,120,
School Food Dist 11 Field Off.,XN11,HARRY S. TRUMAN HS - X,X455,750 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,120,
Educational Vision Services,M00D,HARRY S. TRUMAN HS - X,X455,750 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,120,
School for Cooperative Technical Education,M645,HARRY S. TRUMAN HS - X,X455,750 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,120,
"Bronx School for Law, Government and Justice",X505,"HS OF LAW, GOV'T & JUSTICE - X",X460,244 EAST 163 STREET BRONX 10451,No,N/A,Yes,,,,Building constructed after 1986
J. M. Rapport School Career Development,X754,"HS OF LAW, GOV'T & JUSTICE - X",X460,244 EAST 163 STREET BRONX 10451,No,N/A,Yes,,,,Building constructed after 1986
Eagle Academy for Young Men,X231,Eagle Academy For Young Men - Bronx,X465,4143 THIRD AVENUE BRONX 10457,No,N/A,Yes,,,,Building constructed after 1986
Bronx Adult Learning Center,E001,Eagle Academy For Young Men - Bronx,X465,4143 THIRD AVENUE BRONX 10457,No,N/A,Yes,,,,Building constructed after 1986
LYFE,M984,SOUTH BRONX EDUCATIONAL CAMPUS (OLD 38) - X,X470,701 ST. ANNS AVENUE BRONX 10455,Yes,No,Yes,,,,
Mott Haven Village Preparatory High School,X473,SOUTH BRONX EDUCATIONAL CAMPUS (OLD 38) - X,X470,701 ST. ANNS AVENUE BRONX 10455,Yes,No,Yes,,,,
University Heights Secondary School,X495,SOUTH BRONX EDUCATIONAL CAMPUS (OLD 38) - X,X470,701 ST. ANNS AVENUE BRONX 10455,Yes,No,Yes,,,,
Sbst - District 11,X01K,SOUTH BRONX AF - BRONX,X471,701 ST. ANNS AVENUE BRONX 10455,Yes,No,Yes,,,,
Marble Hill High School for International Studies,X477,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
Bronx Theatre High School,X546,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
English Language Learners and International Support Preparatory Academy (ELLIS),X397,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
Bronx School of Law and Finance,X284,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
Bronx Engineering and Technology Academy,X213,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
Kennedy Yabc,X504,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
New Visions Charter High School for the Humanities,X553,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
New Visions Charter High School for Advanced Math and Science,X539,JOHN F. KENNEDY HS - X,X475,99 TERRACE VIEW AVENUE BRONX 10463,Yes,No,No,,,,
P.S./M.S. 11X498 - VAN NEST ACADEMY,X498,THE LT. CURTIS MEYRAN AND JOHN BELLEW ED COMPLEX,X498,1640 BRONXDALE AVE BRONX 10462,No,N/A,Yes,,,,Building constructed after 1986
Icahn Charter School 2,X378,THE LT. CURTIS MEYRAN AND JOHN BELLEW ED COMPLEX,X498,1640 BRONXDALE AVE BRONX 10462,No,N/A,Yes,,,,Building constructed after 1986
P.S. X176,X176,THE LT. CURTIS MEYRAN AND JOHN BELLEW ED COMPLEX,X498,1640 BRONXDALE AVE BRONX 10462,No,N/A,Yes,,,,Building constructed after 1986
Universal Pre-K C.B.O.,X707,Hostos-Lincoln Academy of Science,X500,475 GRAND CONCOURSE BRONX 10451,Yes,No,No,,,,
"H.C.C. CHILDREN'S CENTER, INC.",XARA,Hostos-Lincoln Academy of Science,X500,475 GRAND CONCOURSE BRONX 10451,Yes,No,No,,,,
Pre-K Center District 09,XP09,PRE-K CENTER @OGDEN AVENUE,X582,1434 OGDEN AVENUE BRONX 10452,Yes,No,No,,,,
Garden of Learning and Discovery Pre-K Center,X582,PRE-K CENTER @OGDEN AVENUE,X582,1434 OGDEN AVENUE BRONX 10452,Yes,No,No,,,,
Bronx Design and Construction Academy,X522,ALFRED E. SMITH HS - X,X600,333 EAST 151 STREET BRONX 10451,Yes,"Yes, in 2002",Yes,2005,0,52,
Adult and Continuing Education,K755,ALFRED E. SMITH HS - X,X600,333 EAST 151 STREET BRONX 10451,Yes,"Yes, in 2002",Yes,2005,0,52,
Alfred E. Smith Campus YABC,X456,ALFRED E. SMITH HS - X,X600,333 EAST 151 STREET BRONX 10451,Yes,"Yes, in 2002",Yes,2005,0,52,
Bronx Haven High School,X381,ALFRED E. SMITH HS - X,X600,333 EAST 151 STREET BRONX 10451,Yes,"Yes, in 2002",Yes,2005,0,52,
Alfred E. Smith Career and Technical Education High School,X600,ALFRED E. SMITH HS - X,X600,333 EAST 151 STREET BRONX 10451,Yes,"Yes, in 2002",Yes,2005,0,52,
Jane Addams,X01O,JANE ADDAMS HS - X,X650,900 TINTON AVENUE BRONX 10456,Yes,"Yes, in 2002",Yes,2005,0,24,
School for Tourism and Hospitality,X559,JANE ADDAMS HS - X,X650,900 TINTON AVENUE BRONX 10456,Yes,"Yes, in 2002",Yes,2005,0,24,
New Visions Charter High School for Advanced Math and Science II,X202,JANE ADDAMS HS - X,X650,900 TINTON AVENUE BRONX 10456,Yes,"Yes, in 2002",Yes,2005,0,24,
LYFE,M984,JANE ADDAMS HS - X,X650,900 TINTON AVENUE BRONX 10456,Yes,"Yes, in 2002",Yes,2005,0,24,
ALC - JANE ADDAMS HS,X993,JANE ADDAMS HS - X,X650,900 TINTON AVENUE BRONX 10456,Yes,"Yes, in 2002",Yes,2005,0,24,
Restart Academy,M973,SAMUEL GOMPERS VOC HS - X,X655,455 SOUTHERN BLVD BRONX 10455,Yes,No,No,,,,
Adult and Continuing Education,K755,SAMUEL GOMPERS VOC HS - X,X655,455 SOUTHERN BLVD BRONX 10455,Yes,No,No,,,,
New Visions Charter High School for the Humanities II,X208,SAMUEL GOMPERS VOC HS - X,X655,455 SOUTHERN BLVD BRONX 10455,Yes,No,No,,,,
Mott Haven Community High School,X557,SAMUEL GOMPERS VOC HS - X,X655,455 SOUTHERN BLVD BRONX 10455,Yes,No,No,,,,
Itinerant - District 7,I007,SAMUEL GOMPERS VOC HS - X,X655,455 SOUTHERN BLVD BRONX 10455,Yes,No,No,,,,
"H.E.R.O. High (Health, Education, and Research Occupations High School)",X259,SAMUEL GOMPERS VOC HS - X,X655,455 SOUTHERN BLVD BRONX 10455,Yes,No,No,,,,
Bronx Academy for Software Engineering (BASE),X264,GRACE H. DODGE VOC HS - X,X660,2474 CROTONA AVENUE BRONX 10458,Yes,No,Yes,,,,
High School for Energy and Technology,X565,GRACE H. DODGE VOC HS - X,X660,2474 CROTONA AVENUE BRONX 10458,Yes,No,Yes,,,,
Crotona International High School,X524,GRACE H. DODGE VOC HS - X,X660,2474 CROTONA AVENUE BRONX 10458,Yes,No,Yes,,,,
P.S. 723,X723,P.S. 723 - BRONX,X701,3540 BIVONA STREET BRONX 10475,Yes,No,No,,,,
Cps Custodial Payroll Building Access Location,XMM3,P.S. 723 - BRONX,X701,3540 BIVONA STREET BRONX 10475,Yes,No,No,,,,
Bronx Lighthouse Charter School,X185,BRONX LIGHTHOUSE CHARTER SCHOOL - BRONX,X716,1001 INTERVALE AVENUE BRONX 10459,,,,,,,Charter managed facility. More information to come.
Icahn Charter School,X717,ICAHN CHARTER SCHOOL - BRONX,X717,1506-30 BROOK AVENUE BRONX 10457,,,,,,,Charter managed facility. More information to come.
X721 Otc,X766,P.S. 721 (OTC) - BRONX,X722,2697 WESTCHESTER AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,19,
P.S. X721 - Stephen McSweeney School,X721,P.S. 721 (OTC) - BRONX,X722,2697 WESTCHESTER AVENUE BRONX 10461,Yes,"Yes, in 2002",Yes,2005,0,19,
P.S. 051 Bronx New School,X051,P.S. 51 - BRONX,X781,695 EAST 182ND STREET BRONX 10457,Yes,No,Yes,,,,
Universal Pre-K C.B.O.,X710,P.S. 51 - BRONX,X781,695 EAST 182ND STREET BRONX 10457,Yes,No,Yes,,,,
St. Martin Little Angels Head Start,XAUP,P.S. 51 - BRONX,X781,695 EAST 182ND STREET BRONX 10457,Yes,No,Yes,,,,
KIPP Academy Charter School,X704,MOTT HAVEN EDUCATIONAL CAMPUS - BRONX,X790,730 CONCOURSE VILLAGE WEST BRONX 10451,No,N/A,No,,,,Building constructed after 1986
New Explorers High School,X547,MOTT HAVEN EDUCATIONAL CAMPUS - BRONX,X790,730 CONCOURSE VILLAGE WEST BRONX 10451,No,N/A,No,,,,Building constructed after 1986
Urban Assembly School for Careers in Sports,X548,MOTT HAVEN EDUCATIONAL CAMPUS - BRONX,X790,730 CONCOURSE VILLAGE WEST BRONX 10451,No,N/A,No,,,,Building constructed after 1986
Bronx Leadership Academy II High School,X527,MOTT HAVEN EDUCATIONAL CAMPUS - BRONX,X790,730 CONCOURSE VILLAGE WEST BRONX 10451,No,N/A,No,,,,Building constructed after 1986
P.S. X188,X188,MOTT HAVEN EDUCATIONAL CAMPUS - BRONX,X790,730 CONCOURSE VILLAGE WEST BRONX 10451,No,N/A,No,,,,Building constructed after 1986
District 7 Superintendent Office,X807,DISTRICT OFFICE #7 (OLD 18)-X,X807,501 COURTLAND AVENUE BRONX 10451,Yes,No,No,,,,
Galaxy Spending Plan Differenc,X02V,DISTRICT OFFICE #7 (OLD 18)-X,X807,501 COURTLAND AVENUE BRONX 10451,Yes,No,No,,,,
Innovative,XI01,DISTRICT OFFICE #7 (OLD 18)-X,X807,501 COURTLAND AVENUE BRONX 10451,Yes,No,No,,,,
